image_path,label,text,,,,,,,
rice/72.jpg,rice,"Pure white cooked the food, full grains with subtle sheen",,,,,,,
rice/73.jpg,rice,"Compact granular texture, soft and evenly shaped. The outline appears neat and clearly defined.",,,,,,,
rice/74.jpg,rice,"Mass of small, individual oval grains approximately 3-5 mm in length, pearly white in color with slight translucency, clumping together in a cohesive mound with glossy surface sheen.",,,,,,,
rice/75.jpg,rice,"White, granular, usually served in a container.",,,,,,,
rice/76.jpg,rice,"Very numerous, white, long and granular in shape",,,,,,,
rice/78.jpg,rice,"Pure white, distinct grains, plump and compact, clumped",,,,,,,
rice/79.jpg,rice,"Large in quantity, white, elongated granular shape",,,,,,,
rice/8.jpg,rice,"Uncooked the food grains in a bowl, white and dry, loosely piled together.",,,,,,,
rice/80.jpg,rice,"The food appears as white grains with a soft, slightly sticky texture and glossy, separate pieces served in a bowl.",,,,,,,
rice/82.jpg,rice,"The particles are small in size, translucent and milky white in color, plump and elongated, with a moist sheen on their surface, and tightly packed together.",,,,,,,
rice/83.jpg,rice,"Grain-shaped, each grain approximately 5-7 mm in length, oval or elongated in shape. The color is pure white or slightly translucent, with a smooth and glossy surface. The grains are distinct and separate, with a soft and sticky texture.",,,,,,,
rice/84.jpg,rice,"White, composed of white granules",,,,,,,
rice/86.jpg,rice,"Pure white granular, plump and glossy grains, soft and moist texture, clumped together. The outline appears neat and clearly defined.",,,,,,,
youtiao/1.jpg,youtiao,"The food consists of long, golden-brown strips of deep-fried dough. Each piece has a porous, airy texture with a noticeably crispy, uneven surface. They are arranged vertically in a metal rack, showing a puffed-up, cylindrical yet slightly flattened shape, with some visible oil sheen reflecting off the ridges.",,,,,,,
youtiao/10.jpg,youtiao,"Light brown twisted strips, with a glossy oily surface and a puffy texture.",,,,,,,
youtiao/11.jpg,youtiao,"The food is long, pale yellow and has a soft exterior texture.",,,,,,,
youtiao/13.jpg,youtiao,"This food is golden yellow and strip-shaped, each strip is made up of two smaller strips, and it looks very crispy.",,,,,,,
youtiao/15.jpg,youtiao,"The food is golden yellow, long strip-shaped, puffy and porous in appearance, with a soft texture and uniform thickness.",,,,,,,
youtiao/16.jpg,youtiao,"the food is placede on plate with a sunken middle",,,,,,,
youtiao/17.jpg,youtiao,"Deep golden-brown, elongated cylindrical shapes with a crisp exterior, soft interior, and characteristic twisted form.",,,,,,,
youtiao/18.jpg,youtiao,"The food presents warm yellow to dark brown gradient, long strip shape, fluffy and porous surface texture",,,,,,,
youtiao/19.jpg,youtiao,"Golden yellow, consisting of a single piece, with a fluffy and reflective surface.",,,,,,,
youtiao/2.jpg,youtiao,"the food is a long, golden-brown, slightly twisted fried dough stick with a crisp surface.",,,,,,,
youtiao/20.webp,youtiao,"light golden,straight,wrinkly",,,,,,,
youtiao/21.webp,youtiao,"This food is deep golden brown and elongated, formed by two thin dough strips twisted and fried until airy and crisp.",,,,,,,
youtiao/22.jpg,youtiao,"Light brown long pieces with a puffy texture and rough surface",,,,,,,
youtiao/23.png,youtiao,"Long, golden-brown, puffed strips with a slightly irregular and crispy exterior, arranged in a woven basket.",,,,,,,
youtiao/24.webp,youtiao,"The food is golden, elongated, and has a crispy texture",,,,,,,
youtiao/28.jpg,youtiao,"The food is golden-brown, long and stick-like, with an uneven, puffy surface formed by frying.",,,,,,,
youtiao/29.jpg,youtiao,"Uniform golden yellow, long, puffy strips with a glossy sheen from cooking. The surface has fine, crispy-looking textures, appearing airy yet firm.",,,,,,,
youtiao/30.jpg,youtiao,"They are long, golden strips with a slightly twisted shape. They are puffy, crisp on the outside, and soft inside.",,,,,,,
youtiao/31.jpg,youtiao,"Deep golden yellow, long strip-shaped, with a fluffy and porous surface.",,,,,,,
youtiao/32.jpg,youtiao,"Light golden-brown elongated strips with irregular wavy textures on the surface, appearing fluffy and slightly crispy, arranged in parallel.",,,,,,,
youtiao/33.jpg,youtiao,"Brownish yellow, curved, wrinkled, oily",,,,,,,
youtiao/34.png,youtiao,"Long, golden, twisted strips with a porous, crunchy crust and a soft, airy interior",,,,,,,
youtiao/35.jpeg,youtiao,"The golden yellow, elongated objects are covered with irregular concave-convex textures and bubble-like protrusions, presenting a fluffy texture and oily luster, with several stacked together side by side.",,,,,,,
youtiao/36.jpg,youtiao,"The food is golden yellow, long-shaped, with a puffy, ridged surface.",,,,,,,
youtiao/37.jpg,youtiao,"Golden brown, long and puffy shape with a rough and airy texture",,,,,,,
youtiao/38.jpg,youtiao,"Dark yellow to brown in color, irregular strips, fluffy and wrinkled edges, crispy outside and soft inside, about half the size of a palm.",,,,,,,
youtiao/39.jpg,youtiao,"golden,fluffy,crisp",,,,,,,
youtiao/40.jpg,youtiao,"Deep-fried dough sticks with a light, airy texture and a rich golden hue, stacked neatly on a plate.",,,,,,,
youtiao/41.jpg,youtiao,"Golden crispy fried dough sticks.",,,,,,,
youtiao/43.jpg,youtiao,"The food is golden yellow, long-shaped, with a puffy, ridged surface. The outline appears neat and clearly defined.",,,,,,,
youtiao/45.jpg,youtiao,"A long, golden fried pasta with a fluffy and crispy surface.",,,,,,,
youtiao/46.jpg,youtiao,"It appears brownish-yellow on the surface and as a whole it is in the form of a long elongated strip. It also has longitudinal internal cracks and at the cracks there are some darker colored stripes. The whole thing is a bit rough.",,,,,,,
youtiao/48.jpg,youtiao,"The food is golden yellow, long-shaped, with a puffy, ridged surface. The surface texture is visible under the lighting.",,,,,,,
youtiao/5.jpg,youtiao,"Light brown irregular sticks, slightly curled edges, dry outer layer with a slight sheen.",,,,,,,
youtiao/51.jpg,youtiao,"Long, cylindrical solids joined together, displaying a deep, highly saturated golden-brown color. The surface is covered with irregular ridges and small air bubbles, exhibiting a distinct oily sheen and a texture that appears noticeably crisp.",,,,,,,
youtiao/52.jpg,youtiao,"""golden,softstick,shape""",,,,,,,
youtiao/53.jpg,youtiao,"Light brown, hollow cylindrical shape, fluffy and crispy crust, porous interior",,,,,,,
youtiao/54.jpg,youtiao,"The food presents a golden-yellow color, consisting of two long strips joined together, with an irregular and uneven surface, appearing fluffy in texture with a slightly oily gloss.",,,,,,,
youtiao/57.jpg,youtiao,"Golden-yellow long strip-shaped fried pastry. Its surface features irregular bumpy textures and a crispy finish, with dark brown frying marks in some areas. The whole shape is plump and slightly puffed.",,,,,,,
youtiao/58.jpg,youtiao,"golden brown,long sticks,crispy outside and soft inside,long",,,,,,,
youtiao/6.jpg,youtiao,"Golden yellow, long strip-shaped, and looks fluffy inside.",,,,,,,
youtiao/60.jpg,youtiao,"The food consists of long fried dough sticks with a golden-brown surface and an elongated shape.",,,,,,,
youtiao/62.jpg,youtiao,"A pale golden, elongated shape with a swollen cylindrical profile, characterized by vertical folds and a bumpy, uneven surface texture.",,,,,,,
youtiao/64.jpg,youtiao,"Golden yellow, strip-shaped and large in size",,,,,,,
youtiao/65.jpg,youtiao,"The food is an elongated fried dough stick with a golden-brown color and a slightly rough surface.",,,,,,,
youtiao/67.jpg,youtiao,"The food has a deep golden brown to caramel-brown color with an oily sheen. Two strips are joined and elongated into a slightly twisted shape, with a bubbly, ridged surface and an airy interior.",,,,,,,
youtiao/68.jpg,youtiao,"the food is a long, slender strip of fried dough. It has a golden-brown color, an elongated stick shape, and a puffy, hollow look on the outside, with a classic and unique form.",,,,,,,
youtiao/71.jpg,youtiao,"Golden to orange-yellow, long and strip-shaped, with a length much greater than the width. There is a visible longitudinal seam or depression in the center. The surface is puffed with fine wrinkles, the edges are slightly darker, and the overall appearance looks airy and lightly crisp.",,,,,,,
youtiao/73.jpg,youtiao,"Slender golden strip, rough texture, puffy and crunchy",,,,,,,
youtiao/75.jpg,youtiao,"Golden, crunchy, stout cylinder.",,,,,,,
youtiao/76.jpg,youtiao,"Yellow, long and strip-shaped, relatively large in overall size, with a long stripe down the middle",,,,,,,
youtiao/78.jpg,youtiao,"Light yellow, long strips, fluffy and layered, slightly curled edges",,,,,,,
youtiao/8.jpg,youtiao,"Golden brown, elongated strips, multiple pieces.",,,,,,,
youtiao/80.jpg,youtiao,"Fluffy, golden-brown fried dough sticks with a crispy, bubbly exterior.",,,,,,,
youtiao/82.jpg,youtiao,"A long, slender object of considerable size, golden-yellow in color, with a surface covered in uneven textures; it has a natural crack running down the center and is overall fluffy and plump.",,,,,,,
youtiao/83.jpg,youtiao,"Long and strip-shaped, approximately 15-20 cm in length, consisting of two dough pieces stuck together. The exterior ranges from golden yellow to dark brown, with a rough surface covered in fine, dense bubble-like bumps. The overall texture is puffy and airy, with both ends slightly tapered.",,,,,,,
youtiao/84.jpg,youtiao,"long, slender and golden brown in color.",,,,,,,
youtiao/85.jpg,youtiao,"Long and strip-shaped, approximately 15-20 cm in length, consisting of two dough pieces stuck together. The exterior ranges from golden yellow to dark brown, with a rough surface covered in fine, dense bubble-like bumps. The overall texture is puffy and airy, with both ends slightly tapered. The outline appears neat and clearly defined.",,,,,,,
youtiao/86.jpg,youtiao,"Light golden yellow, strip-shaped, hollow and fluffy, slightly rough surface. The outline appears neat and clearly defined.",,,,,,,
youtiao/87.jpg,youtiao,"golden/fried dough stick /cruller",,,,,,,
youtiao/9.jpeg,youtiao,"These are golden-brown, crispy fried dough sticks. One is broken open to show its airy, hollow interior, and they are sprinkled with tiny black sesame seeds.",,,,,,,
